F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
6.1989,0.9662,-197.48,-710.03,11.01633,706.26,1,7353.72,-11864.22,1,-0.9984,-0.46,13.296,9.543,5.1655,-2472.32,6.4968,3584.04,-290.93,5.511,,True
4.2783,3.366,-182.34,504.97,11.010498,588.36,1,7386.16,-12164.52,1,-1.6089,-1.46,6.76,17.2,10.3,-1602.74,6.7605,3246.64,450.37,4.128,-7.92,False
9.612,1.6764,-177.96,852.47,11.8542,889.485,0,7475.9,-11544.39,1,-0.96153,-1.46,19.946,10.179,6.4004,-1374.1,9.705,3474.84,716.768,6.165,-10.9,True
3.51804,4.646,-204.34,1680.27,11.037168,1042.05,1,7441.708,-11911.62,1,-0.92166,-0.46,18.673,9.67,7.888,-590.72,5.3691,5329.64,547.17,3.888,-9.28,True
7.497,1.3242,-212.78,1114.2,11.16957,1302.87,0,7445.236,-11674.62,1,-9.423,-0.46,2.17,10.7222,5.6326,-1093.92,6.8364,3982.54,390.07,3.0555,,True
8.193,1.0104,-206.2,1034.71,12.3249,813.84,0,7420.362,-11041.29,0,-13.677,-0.46,14.833,11.354,5.3448,-1351.58,6.0948,3037.14,302.87,3.924,,True
16.995,0.5356,-179.12,635.97,12.2712,121.77,0,7465.38,-11401.65,1,-2.6406,-1.46,12.572,9.2912,6.5256,-2705.32,6.0216,4032.44,-2202.93,1.8501,,True
4.1004,1.3074,-159.171,882.67,12.5592,257.07,1,7419.264,-13228.02,1,-3.999,-0.46,18.776,10.2166,8.276,-1904.12,6.3393,3350.71,788.77,2.1129,-10.25,False
7.446,0.43962,-181.92,1110.18,11.12553,834,1,7279.54,-11635.02,1,-2.8725,-1.46,14.109,10.7284,6.6052,-1587.7,5.5971,3210.64,673.67,3.6546,-9.55,False
9.342,0.9802,-163.43,-1043.03,20.472,779.04,0,7391.1,-10903.02,1,-1.0464,-0.46,13.353,10.7892,6.9924,-1161.32,13.641,3353.139,-304.93,4.053,-10.62,True
5.3883,1.451,-170.326,1136.59,13.8318,897.654,0,7398.82,-12013.62,0,-5.7,-0.46,16.7712,9.13094,7.874,-1129.72,11.505,3332.17,1029.27,7.746,-9.88,False
16.074,2.696,-174.39,582.17,15.414,838.38,0,7370.28,-11251.65,0,-2.0091,-0.46,19.685,10.5386,6.2834,-1213.12,7.83,3553.34,439.57,5.739,,True
5.5095,1.0736,-164.954,1160.87,12.744,899.19,1,7447.988,-12122.52,0,-6.24,-0.46,6.9,9.7446,6.9762,-1764.12,6.3402,3355.875,51.67,7.107,-11.67,True
8.607,3.486,-170.124,1077.91,11.9799,619.14,1,7441.108,-11627.52,1,-7.314,-1.46,12.5,9.5788,5.7568,-2461.12,5.7666,3094.24,518.77,2.4777,,False
6.975,0.9324,-195.6,973.25,11.24622,873.1674,1,7432.0326,-10932.12,0,-3.957,-1.46,10.97,9.2704,6.6574,749.48,9.762,3306.82,795.64,13.506,-8.63,False
7.977,2.162,-168.396,218.07,11.8503,807.81,1,7507.22,-11070.6,0,-1.4679,-0.46,17.04332,10.467,5.8398,-1126.12,8.979,3493.94,305.17,2.7051,-10.42,True
3.7296,0.3856,-181.58,1416.37,11.06196,858.99,0,7406.9,-16342.92,0,-2.0886,-0.46,15.079,10.5086,7.476,-1890.92,5.7378,3062.64,-4790.93,14.079,-9.38,True
4.7526,0.42008,-159.3948,753.97,11.20044,821.19,0,7410.08,-13509.42,1,-1.1736,-1.46,20.703,10.2034,8.552,-1885.32,10.071,3492.74,658.23,7.122,,True
4.6419,1.2674,-181.58,950.17,11.7096,-1906.53,1,7427.866,-11726.52,1,-5.454,-1.46,25.411,10.2212,10.052,-1798.72,6.024,3233.84,233.77,1.04727,,False
4.1418,1.727,-162.374,-362.03,11.4684,759.72,1,7354.18,-11402.58,1,-1.1409,-1.46,9.408,9.124,5.369,-867.32,9.447,3411.13,497.67,5.061,,True
5.2677,0.883,-165.8,847.87,11.4771,-3875.43,0,7476,-12057.72,1,-4.524,-1.46,13.814,10.04,5.6824,-2092.12,5.886,4008.04,-1031.93,0.98487,,True
8.397,1.547,-220.88,1323.07,11.08032,1518.57,0,7469.54,-11523.12,0,-2.6907,-0.46,13.91,12.146,5.6556,-1324.32,7.6881,3528.44,807.44,2.01,-8.77,False
5.4483,1.9442,-213.9,851.37,11.6943,698.82,1,7414.372,-10570.62,0,-5.181,-1.46,20.784,11.766,8.166,-1389.38,8.463,3427.42,182.27,3.903,-8.53,False
6.0768,0.706,-196.76,774.17,12.8487,207.57,1,7658.62,-12094.02,0,-2.7147,-0.46,14.579,12.07,8.164,-1731.12,14.775,3373.56,895.17,2.1123,-9.06,False
6.477,3.254,-169.114,986.74,11.3313,881.778,0,7478.08,-10965.42,0,-1.7673,-1.46,17.2305,9.73,7.356,-841.92,17.235,3346.39,571.27,8.619,,True
4.4979,0.44982,-164.446,1189.97,11.016978,1224.57,1,7441.068,-12380.22,0,-5.52,-1.46,21.927,9.10726,5.3098,1245.48,6.4857,3262.73,3305.07,2.3799,,False
5.3652,6.14,-175.944,761.27,14.862,-139.23,1,7418.938,-12845.22,0,-3.4188,-0.46,18.697,10.9488,9.15,-1914.32,8.466,3511.14,779.36,1.7955,,False
4.3974,1.5342,-172.01,1223.77,13.8651,655.5,0,7474.96,-15043.92,0,-3.0513,-1.46,14.38,9.4642,6.053,-2944.72,13.509,3399.26,856.57,1.4703,,False
6.0177,1.5016,-164.664,1157.12,11.25927,334.47,0,7486,-13163.52,1,-4.68,-0.46,12.427,10.74,5.6582,-2124.92,5.9901,3567.44,1058.17,1.5075,-9.54,False
9.855,4.33,-179.58,1123.49,17.07,840.45,1,7525.36,-11809.92,0,-3.4338,-1.46,17.9122,10.5118,7.82,-1805.12,5.5389,4117.54,774.69,5.007,,True
4.0899,1.7806,-161.446,740.97,12.9,845.925,1,7421.57,-11799.12,0,-2.766,-1.46,18.482,16.622,8.066,-1486.4,7.1832,3588.04,768.31,11.946,-11.25,True
3.8487,0.42492,-164.734,1013.14,11.3169,868.0728,0,7422.03,-10156.62,1,-9.558,-1.46,13.481,11.03,9.126,-1272.92,8.718,3461.79,-2762.93,6.267,-11,True
3.6489,1.1394,-165.714,761.57,14.373,423.27,1,7402.18,-15052.92,1,-1.2933,-1.46,11.058,9.5138,5.30432,-1984.72,13.104,3384.95,112.07,1.5831,-7.85,False
10.347,0.4756,-222.2,663.57,14.502,803.82,1,7305.28,-11227.62,1,-2.3919,-1.46,10.895,9.8808,6.0566,-1370.16,11.646,3307.41,2112.07,9.624,-8.33,False
4.8492,2.738,-180.4,1063.203,11.06694,832.56,0,7396.52,-11665.02,1,-3.912,-0.46,13.975,12.934,7.0796,-1568.62,6.3795,3205.74,461.37,7.932,,True
3.7836,6.374,-172.018,846.57,13.3101,649.47,1,7436.632,-13506.72,1,-4.956,-1.46,14.938,10.8786,10.452,-1753.52,7.6248,3532.24,600.47,5.091,-10.73,True
7.41,1.6802,-183.06,1247.07,13.7706,915.36,0,7496.52,-11541.78,0,-1.4691,-1.46,19.963,9.7308,8.158,-967.52,7.0797,3646.74,477.37,9.636,-10.91,True
9.981,2.5,-193.52,572.27,13.9419,787.98,1,7293.98,-11211.81,1,-1.281,-1.46,20.024,12.098,5.7016,-1365.72,5.4987,3043.94,813.72,1.1937,,True
7.179,0.5412,-190.4,1081.8,11.031792,580.53,1,7557.3,-11909.22,1,-9.795,-1.46,14.122,11.016,7.0244,-1696.3,8.976,3450.53,-1336.93,1.1085,,True
4.7385,3.386,-169.352,1923.87,11.4066,1005.36,1,7470.24,-11785.62,0,-1.131,-1.46,20.773,9.5532,8.1,-944.32,7.1841,3517.94,484.67,4.035,-10.2,True
3.48255,2.654,-159.684,713.77,15.702,268.77,0,7427.746,-27166.92,0,-3.4608,-1.46,4.81,11.274,6.6778,-1859.52,7.0689,3577.94,878.67,2.6886,,False
6.1182,0.7046,-180.28,1022.41,12.711,654.09,1,7502.1,-11940.42,1,-2.3934,-0.46,19.28,10.7776,5.323,-1788.92,8.079,3380.14,-518.93,2.8341,-10.11,False
3.7281,2.268,-185.98,1101.75,12.5928,300.27,1,7419.968,-21352.92,1,-8.076,-1.46,20.824,9.16242,6.9512,-6508.52,5.5191,3350.37,970.17,1.4895,-7.44,False
9.732,2.524,-207.18,430.17,17.214,-732.63,1,7468.92,-11193.3,0,-2.5353,-1.46,5.7,12.452,5.396,-1442.52,12.237,3427.74,553.47,1.2015,,True
5.9967,3.928,-205.96,-64.03,12.3405,305.37,0,7373.9,-11096.55,0,-1.4556,-1.46,17.3029,14.544,6.638,-1479.76,6.1752,3683.54,575.17,1.6752,,True
7.029,2.045,-161.368,532.37,12.4386,328.17,1,7392.74,-11836.62,1,-1.9656,-1.46,19.446,12.442,11.502,-1664.12,6.9846,3685.04,393.97,2.1699,-11.95,True
11.832,1.514,-194.56,519.17,11.5494,338.97,0,7497.3,-11412.63,1,-1.9959,-0.46,16.9207,10.3436,5.16264,-1757.12,8.829,3316.07,977.17,2.3682,-8.94,False
5.6601,1.3282,-162.212,-283.03,14.436,-4067.43,1,7609.1,-11704.32,1,-1.2126,-0.46,15.756,10.555,6.4514,-1781.92,8.976,3390.39,297.77,0.95328,,False
5.3646,4.25,-188.24,509.87,11.5974,757.08,1,7429.8684,-10669.92,0,-1.9386,-1.46,16.571,11.104,8.828,-1360.48,6.9372,3407.21,522.07,4.323,-9.56,False
3.8655,4.66,-173.636,800.77,11.05227,61.77,1,7269.9,-11797.02,0,-3.1068,-0.46,16.555,9.9108,8.042,-1741.12,10.614,3348.17,638.77,1.6686,-11.87,True
9.828,0.44278,-177.72,1143.58,13.3803,886.629,1,7485.32,-11327.469,0,-2.3985,-1.46,18.0497,9.8644,7.932,-1439.16,5.8791,3336.56,-4575.93,1.2828,-8.46,False
3.6282,2.058,-164.502,815.97,14.478,792.9,1,7393.78,-8722.02,1,-4.545,-1.46,17.3095,11.044,5.6934,-1304.72,8.373,3530.74,397.27,5.856,-10.81,True
11.901,1.0004,-164.582,981.8,11.09361,848.97,0,7609.12,-11313.87,1,-10.311,-0.46,8.454,10.3736,7.846,-1096.32,5.9478,3961.34,1447.97,6.426,-9.86,False
3.6933,1.5002,-171.708,896.47,11.6022,764.04,1,7473.6,-13906.62,1,-1.1271,-0.46,6.43,13.302,5.7094,-1519.644,6.2592,3580.64,377.67,1.5795,-8.62,False
3.6744,1.7718,-199.9,916.77,12.8823,499.77,0,7460.14,-6934.92,0,-5.814,-0.46,17.5888,9.7362,5.9732,-571.12,6.9567,3356.838,777.78,1.3062,,False
16.731,1.479,-199.24,2121.97,11.010353,969.18,0,7394.3,-11364.57,0,-1.1502,-1.46,24.598,10.1664,6.5508,-973.72,6.5358,3885.84,97.87,9.177,-10.69,True
4.6404,3.854,-173.12,1489.37,11.3658,779.25,1,7259.76,-14506.92,0,-1.6131,-1.46,21.72,11.8,7.568,-1785.32,8.532,3465.34,764.52,2.5029,-9.99,True
4.2489,2.286,-195.7,827.97,11.013234,375.57,1,7686.02,-9385.02,1,-4.389,-0.46,17.5564,10.3394,5.982,-1193.92,9.033,3346.79,451.27,1.7754,-8.05,False
4.773,6.238,-166.462,916.07,12.8322,882.729,1,7236.48,-10935.72,0,-4.857,-0.46,11.482,10.5558,5.4508,-966.92,9.195,3446.77,852.57,10.68,,False
4.8633,3.354,-163.942,1168.17,11.05773,938.85,1,7238.7,-12176.52,0,-2.6187,-1.46,15.978,13.302,5.3135,-1412.34,7.3848,3601.34,786.69,8.199,-8.72,True
7.86,1.8016,-179.48,1037.88,11.18133,441.27,1,7438.044,-12142.32,1,-2.226,-0.46,22,12.736,5.6106,-1752.52,10.128,3497.34,289.87,1.9419,-11.38,True
11.547,3.986,-171.724,1227.07,11.862,831.03,0,7454.08,-11705.52,1,-1.7928,-1.46,22.575,14.522,5.7378,-1609.9,7.9053,3463.14,795.89,4.89,,True
4.8429,0.9882,-170.428,922.57,11.28543,430.47,1,7437.996,-12631.32,1,-4.569,-1.46,23.424,9.9798,5.391,-2082.92,7.6977,3526.74,-68.23,2.4723,-12.09,True
5.2347,7.226,-160.51,753.57,16.842,-309.93,1,7572.44,-10472.52,1,-2.904,-1.46,11.426,11.816,7.0162,-1376,10.572,3340.45,645.58,1.1112,,False
7.491,1.1884,-207.62,1425.97,14.691,792.75,0,7421.974,-11976.72,1,-1.7508,-0.46,22.178,10.2462,10.028,-2279.32,5.9973,3061.44,-76.13,7.206,-11.36,True
7.824,5.298,-206.28,840.47,11.9994,-169.53,1,7339.66,-11785.62,0,-3.693,-0.46,18.459,9.4266,6.4126,-3140.72,6.6165,3639.54,585.07,1.6881,,True
3.672,0.4886,-158.6584,1563.87,11.04306,819,1,7429.0046,-17416.92,0,-0.87387,-1.46,15.755,9.8722,8.006,-1774.92,6.1038,3837.64,-1341.93,1.9359,,True
11.487,0.7088,-166.7,974.08,14.499,808.44,1,7408.04,-10908.72,0,-11.526,-0.46,14.198,9.4918,8.018,82.88,5.5305,2776.84,-438.93,6.717,-11.3,True
3.55749,2.113,-158.8976,820.47,12.087,687.51,1,7462.9,-13526.82,1,-1.8936,-1.46,17.6648,9.399,5.7558,-1599.78,12.75,3327.98,866.07,2.8968,,False
4.6539,0.7148,-179.32,624.77,11.06766,710.67,0,7396.1,-12825.72,1,-1.2891,-1.46,12.423,14.458,5.126264,-1602.8,5.676,3937.44,-253.33,3.7461,-10.3,False
4.1457,1.3094,-231.18,-27.03,11.4165,853.563,0,7402.32,-11438.94,1,-0.89703,-0.46,22.106,13.084,5.6004,-1450.88,6.2493,3668.64,133.27,1.2765,-9.02,True
3.7854,2.984,-205.54,1225.07,11.9217,936.78,1,7453.88,-12200.82,1,-1.5315,-1.46,23.047,9.2828,5.863,-513.52,6.27,3601.34,477.97,4.362,,True
8.094,0.4942,-212.16,977.76,11.9553,843.291,1,7445.77,-11449.11,0,-9.723,-1.46,10.688,9.8016,5.126848,-1230.52,17.895,3418.75,193.87,12.366,,True
5.3832,0.724,-161.616,325.47,13.9584,742.08,1,7553.5,-11273.745,1,-1.5081,-1.46,16.1543,9.1594,6.9166,-1400.8,6.5418,3536.24,-1048.93,4.653,-10.88,False
5.1747,0.6358,-178.2,1083.19,11.15718,228.87,0,7409.96,-11867.82,0,-2.877,-0.46,7.959,15.774,6.5556,-1549.26,11.88,3364.702,-809.93,1.05456,,True
4.3014,6.34,-160.73,-2189.03,11.9283,771.81,0,7434.312,-10609.62,1,-0.87987,-1.46,17.03286,9.6528,5.6538,-785.12,6.8406,3628.94,620.37,2.3466,,True
12.603,2.86,-182.74,865.67,11.5851,847.443,1,7406.48,-11212.59,0,-1.6995,-0.46,13.247,11.328,5.14284,-1353.68,7.3761,3303.03,553.47,2.904,,True
5.5173,8.606,-160.564,1136.45,11.4837,1319.67,0,7424.882,-11093.31,1,-5.115,-1.46,16.8237,9.4194,7.556,-496.52,6.8481,3355.575,610.57,1.6443,-7.71,False
4.4556,3.726,-165.024,961.77,11.09052,702.24,0,7402.94,-10700.22,1,-6.135,-1.46,13.02,10.171,6.0318,-1159.52,9.324,3337.52,783.98,2.2149,,False
5.7708,2.39,-157.8684,1151.26,11.04522,883.347,0,7445.694,-11957.22,0,-4.395,-0.46,17.2903,13.67,6.0572,-1549.16,6.9441,3188.94,904.07,2.3073,-9.04,False
8.907,1.1398,-166.684,622.97,11.06856,241.17,0,7452.46,-11709.72,0,-1.3704,-0.46,11.093,9.3414,6.6838,-3612.52,6.3759,3471.84,0.77,2.004,,True
3.7245,1.1566,-157.9312,958.77,11.5623,719.97,1,9910.22,-14632.92,1,-5.403,-1.46,19.05,11.37,5.5328,-1670.22,10.872,3376.58,631.65,5.043,,False
4.9929,1.317,-222.44,-22.03,11.01804,834.57,1,7414.57,-10855.62,0,-1.2897,-0.46,13.862,12.702,7.536,-1416.98,6.2925,3317.4,859.57,10.158,-8.22,False
3.7083,3.742,-158.3022,991.24,18.474,747,0,7382.04,-13408.62,1,-12.996,-1.46,10.891,12.272,6.2728,-1635.14,6.4749,3148.34,882.77,8.784,,False
4.2522,7.638,-208.74,1140.67,15.585,824.52,0,7429.796,-15682.92,0,-5.736,-1.46,11.494,9.701,6.2216,-2480.92,5.7546,3857.94,738.35,3.4554,-10.48,False
4.4265,1.3416,-170.744,1552.37,16.797,1465.77,1,7410.854,-12363.72,1,-1.473,-1.46,20.682,12.12,6.5498,-1365.52,5.22855,6119.64,608.47,1.8225,,True
8.133,4.88,-212.88,939.27,12.1053,636.09,1,7492.16,-11496.57,1,-4.692,-1.46,16.6527,10.1738,7.047,-2057.12,6.6696,3247.24,542.47,4.719,-10.08,False
9.135,2.44,-162.298,-1454.03,11.649,437.67,1,7438.178,-11483.13,0,-1.047,-1.46,21.692,9.9186,5.18712,-1988.92,10.194,3304.17,1014.67,3.2691,-9.14,False
4.5459,2.354,-172.408,1150.22,11.4321,929.16,1,7979.22,-11293.794,1,-0.95688,-1.46,19.512,10.4636,5.284,-1235.32,6.5664,3581.24,380.77,4.821,,True
4.2591,4.316,-167.416,996.91,11.6505,914.43,0,7423.034,-9219.72,0,-7.2,-0.46,9.107,9.5852,6.9794,-35.92,9.456,3320.25,734.98,3.2616,-10.43,False
4.1223,0.45402,-174.812,49.97,11.5371,724.98,1,7281.74,-11979.42,0,-1.4922,-1.46,13.681,10.0034,6.0938,-1117.12,11.55,3484.54,1549.37,2.3871,,True
3.46011,1.744,-242.5,1028.78,11.6667,772.86,1,7417.894,-26452.92,1,-7.104,-1.46,18.0646,9.5806,6.7606,-1938.32,5.4513,4859.64,599.67,3.3063,-9.84,True
4.971,3.374,-179.7,963.55,11.9256,585.15,0,7462.72,-10632.72,1,-10.059,-1.46,17.936,10.7836,8.264,-1244.32,7.8993,3385.72,769.77,2.2722,-9.6,False
3.5682,1.692,-163.694,1018.22,11.24982,877.587,0,7372.96,-7672.92,1,-3.6882,-1.46,15.366,10.6566,6.8958,-1186.52,9.477,3285.13,823.57,11.844,-9.49,False
7.017,1.421,-159.2918,1088.17,11.4081,1008.69,1,7435.802,-11303.677,0,-7.797,-1.46,8.516,10.034,7.41,-950.12,7.4553,3347.1,907.57,3.852,-9.38,False
7.533,2.5,-172.862,939.97,11.16789,-216.93,0,7486.36,-11323.599,1,-6.993,-0.46,18.093,9.2312,5.525,-1982.32,12.417,3313.41,891.37,1.5156,,False
6.996,2.0126,-172.416,89.47,11.019774,777.57,0,7443.208,-11348.31,0,-1.7871,-1.46,14.33,9.9,5.6194,-1525.5076,5.6655,3821.74,707.28,9.525,-10.11,True
6.861,9.03,-193.5,1101.84,11.010016,835.17,1,7483.44,-12058.32,0,-2.1975,-1.46,12.144,9.845,5.7038,-1960.72,5.6505,4315.74,659.57,5.256,-12.1,True
4.0512,0.9058,-166.142,1081.29,17.979,679.77,0,7368.74,-15418.92,0,-4.035,-1.46,14.324,9.8226,6.5082,-2243.92,9.846,3465.64,-176.73,2.4288,,True
14.922,2.92,-167.504,846.37,11.436,-1011.93,0,7120.42,-11482.14,1,-4.101,-0.46,12.8,12.512,5.6142,-1731.32,7.2168,3541.24,492.07,1.314,,True
5.1303,2.2502,-166.148,717.77,11.11743,831.27,1,7540.46,-11297.184,1,-1.5954,-1.46,24.505,9.473,5.15994,-899.92,12.66,3406.76,436.17,2.7621,-9.66,True
5.1144,1.081,-162.826,1130.83,12.1047,831.57,1,7391.4,-13382.52,0,-5.943,-1.46,15.232,10.192,6.0504,-2005.52,8.592,3448.56,879.97,3.2145,-11.23,True
3.6705,3.862,-182.74,2023.87,15.426,-213.63,1,7473.82,-20836.92,0,-0.95457,-0.46,15.553,12.886,6.208,-1703.26,6.27,3326.14,841.17,1.083,-9.56,False
8.511,2.698,-172.474,1115.87,11.04891,769.83,1,7453.6,-11825.22,0,-3.981,-0.46,14.288,11.186,7.588,-1771.52,6.6429,3308.43,783.87,3.846,-9.85,True
7.566,0.8212,-176.648,966.53,13.4712,763.71,1,7466.28,-12076.92,1,-2.9154,-1.46,19.365,9.849,7.3,-2222.92,6.8025,3609.54,995.97,5.52,-10.8,True
10.956,3.322,-171.13,1131.02,11.01408,886.863,1,7376.9,-11295.648,0,-2.0919,-0.46,21.034,9.593,5.1785,-1076.92,6.9108,3344.15,531.97,7.539,,True
6.852,4.296,-191.48,1266.67,11.1693,858.846,1,7384.28,-12233.22,1,-1.9452,-0.46,19.607,15.568,7.382,-1591.82,8.793,3450.48,760.85,7.749,,True
4.068,0.37542,-180.44,1157.5,11.09916,477.27,0,7445.788,-15208.92,0,-2.3409,-1.46,15.668,11.544,6.7196,-1823.72,5.5296,3857.84,-5692.93,1.8381,,True
5.9061,1.6556,-206.52,-265.03,11.7759,815.76,1,7400.28,-11680.32,1,-0.98088,-1.46,11.315,10.9096,6.2734,-1597.38,6.4194,3447.17,595.17,8.919,-9.74,False
10.767,0.36276,-192.4,-878.03,21.408,168.87,0,7383.98,-11436.6,1,-1.0242,-1.46,10.736,9.3864,6.2692,-3166.12,6.2334,3301.12,-7362.93,2.2608,,False
3.8598,1.8416,-158.7658,884.47,11.010013,802.5,1,7429.6934,-11738.52,0,-1.1151,-1.46,21.915,10.108,5.5692,-1487.1,7.0911,3247.14,568.67,3.6852,,False
3.9105,1.2498,-179.06,1623.97,11.4858,941.52,1,7415.462,-11067.93,0,-1.7631,-1.46,20.438,9.9492,8.302,-1151.72,6.0675,3188.44,-175.53,7.653,,False
4.2411,1.3806,-169.308,1341.57,19.815,841.434,1,7354.9,-15037.92,1,-1.3644,-1.46,17.7812,9.4016,6.0158,-2539.92,5.9961,3905.74,830.47,3.7143,-11,True
5.931,2.796,-170.176,1099.92,11.010744,1095.33,0,7436.974,-11708.22,1,-9.003,-1.46,12.841,9.868,6.6406,-667.32,6.0504,3926.24,878.37,4.242,,True
9.471,0.5612,-167.816,1064.678,17.043,796.53,0,7546.8,-11332.827,0,-1.9692,-0.46,17.8049,11.162,6.331,-1538.342,7.935,3312.49,-1880.93,3.2085,,True
12.009,4.812,-175.468,946.57,11.01543,758.22,1,7392.9,-11224.92,0,-4.431,-0.46,19.088,10.9586,5.6186,-1298.12,5.6229,3070.24,773.96,2.2665,,False
3.9885,0.9532,-165.058,1043.04,12.7812,850.878,1,7533.18,-13111.62,0,-5.418,-0.46,16.5223,10.9274,7.946,-1580.92,5.4357,3187.24,856.87,12.69,,False
10.734,3.212,-183.2,1019.05,13.0125,827.28,0,7461.7,-11283.687,1,-14.454,-1.46,11.059,9.1618,5.6842,1263.48,6.8415,3502.94,831.27,3.5151,-10.4,True
7.107,0.8164,-244.16,923.27,11.4333,321.57,1,7399.3,-12142.62,0,-2.5116,-1.46,14.217,14.224,5.29328,-1644.12,10.434,3494.14,-95.13,1.6911,,True
4.0032,0.63,-157.84424,1267.77,11.5188,1366.17,0,7483.38,-13072.92,0,-3.903,-0.46,20.686,9.3986,8.736,-260.92,6.1536,3985.44,-1296.93,2.5221,,True
4.3521,6.462,-160.932,925.07,11.9043,784.32,1,7425.316,-10375.32,1,-3.0984,-1.46,22.677,15.24,8.742,-1474,13.086,3343.44,629.51,3.0954,,False
5.4561,8.264,-166.626,1354.87,11.017344,717.78,0,7398.82,-12207.72,1,-1.6617,-1.46,8.487,9.658,6.0706,-2495.92,5.5329,2747.14,634.63,3.3732,-9.62,False
6.924,1.105,-178.92,957.57,12.7359,-1353.93,0,7428.6034,-11150.79,0,-10.812,-1.46,24.789,10.1838,7.36,-1362.86,6.432,3549.64,410.47,1.0869,,True
4.5459,0.6338,-196.94,1070.42,11.9982,601.11,0,7464.88,-13590.42,1,-9.009,-1.46,14.662,11.52,5.504,-1736.92,8.79,3355.113,1583.37,2.0835,-9.3,False
3.6342,4.768,-194.04,871.27,12.6909,835.77,0,7417.13,-11254.59,0,-2.5746,-1.46,21.199,11.162,7.0986,-1385.88,8.625,3410.48,677.58,4.761,,False
3.57933,6.016,-194.26,594.97,12.3879,500.37,0,7405.14,-22111.92,0,-1.359,-1.46,17.7375,11.554,5.6112,-1721.04,9.597,3485.34,730.133,2.1117,-7.99,False
6.342,2.504,-215,716.87,11.7111,832.17,1,7470.3,-11392.65,0,-2.4171,-0.46,17.1223,10.7278,7.616,-1357.74,9.081,3453.13,739.82,7.602,-10.13,False
5.7282,1.7902,-168.006,533.27,11.011079,611.31,0,7419.506,-11577.96,0,-1.8306,-0.46,16.6494,11.17,5.22398,-1675.78,8.448,3358.473,423.27,3.7326,,True
5.1267,5.338,-181.78,-121.03,12.4353,825.63,1,7424.154,-12186.12,1,-0.90747,-0.46,17.5341,9.3728,5.4468,-1347.6,10.899,3439.99,763.19,3.5358,,True
4.2129,2.37,-172.114,1057.636,11.7738,-1313.13,0,7374.78,-15385.92,0,-4.425,-1.46,19.789,10.5352,5.24852,-1899.32,8.682,3469.64,943.87,0.93636,-7.95,False
9.528,2.662,-178.28,1052.707,11.012558,734.58,1,7528.7,-11505.33,1,-10.671,-1.46,10.354,10.3012,7.466,-1700.48,7.5066,3391.41,511.07,2.9148,-8.22,False
12.588,0.4128,-158.3106,1280.27,12.444,1498.77,1,7391.72,-11525.4,1,-3.1539,-0.46,9.471,9.2594,5.4868,-1548.78,7.7397,3302.03,4100.07,1.2231,-8.64,False
6.852,5.358,-162.21,-1793.03,13.0413,795.24,1,7438.8,-11154.9,0,-0.88509,-1.46,23.484,9.4992,5.2718,-645.92,6.471,3727.94,580.67,2.4894,,True
4.8579,0.44102,-188.1,297.27,11.9652,701.28,1,7445.288,-10134.12,0,-1.4427,-0.46,10.254,11.964,5.259,-1346.44,5.3991,3201.04,-3344.93,2.1957,,True
4.3542,4.94,-165.342,928.17,12.3777,783.42,0,7431.9836,-11538.09,0,-5.169,-1.46,36.05,9.186,6.6594,169.88,6.2121,3714.04,735.34,3.2166,-9.09,False
5.4399,1.1052,-178.66,888.17,11.04783,815.67,1,7424.028,-10110.12,1,-4.062,-0.46,10.561,9.3094,5.7598,621.48,7.5213,3216.74,169.67,4.47,,False
3.9405,2.994,-162.732,1147.8,11.5128,779.46,0,7368.48,-13175.52,1,-1.659,-1.46,8.196,9.938,6.8144,-1911.72,12.381,3334.69,493.47,4.518,-9.52,False
4.2624,0.6962,-162.524,591.47,12.2031,32.07,0,2474.22,-13144.62,1,-2.0835,-0.46,16.5015,11.24,6.4338,-1632.5,8.217,3516.34,837.47,1.4985,-8.25,False
3.6087,3.488,-194.74,1235.87,11.3448,1436.37,1,7397.18,-10713.42,1,-3.531,-0.46,16.0877,12.374,6.1708,-1421.42,5.25987,2728.54,451.47,1.518,,False
8.523,2.768,-158.8496,1138.78,11.5854,756.9,0,7362.86,-11866.92,0,-1.6536,-1.46,19.155,11.144,6.4226,-1759.72,5.27451,3309.48,921.47,3.7266,-9.49,False
7.734,1.1086,-210.58,953.57,17.268,640.68,1,7385.66,-11421.36,0,-7.035,-0.46,18.908,11.674,6.4474,-1529.97,8.475,3357.035,1129.27,3.3483,-9.07,False
15.048,3.758,-163.526,805.27,12.6447,829.41,1,7440.746,-11240.73,1,-3.705,-0.46,17.3981,14.722,6.8932,-1495.74,5.6856,3601.34,528.47,14.043,,False
10.365,1.8848,-203.34,1100.69,16.041,440.37,0,7371.76,-11846.52,1,-2.2296,-1.46,17.4853,11.738,5.123018,-1834.52,6.6918,3365.576,1035.17,2.061,,False
7.548,2.446,-169.07,43.97,11.3298,826.98,0,7427.81,-11456.79,1,-1.4547,-0.46,19.561,15.99,5.7986,-1489.26,14.634,3426.9,784.3,8.856,-8.95,False
12.546,0.5956,-166.744,1019.92,11.19267,-1262.13,0,7408.46,-11608.62,0,-4.227,-1.46,16.2768,12.286,6.4858,-1688.88,5.4462,4802.64,-918.93,0.97044,-10.33,True
